"연월","역명/열차종별","합계_승차수(명)","합계_하차수(명)","KTX_승차수(명)","KTX_하차수(명)","새마을_승차수(명)","새마을_하차수(명)","무궁화_승차수(명)","무궁화_하차수(명))","통근열차_승차수(명)","통근열차_하차수(명)","누리로_승차수(명)","누리로_하차수(명)","KTX산천_승차수(명)","KTX산천_하차수(명)","ITX새마을_승차수(명)","ITX새마을_하차수(명)","ITX청춘열차_승차수(명)","ITX청춘열차_하차수(명)","KTX호남_승차수(명)","KTX호남_하차수(명)"
"202006","하동","2020","1927","0","0","0","0","2020","1927","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","진상","572","627","0","0","0","0","572","627","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","광양","577","692","0","0","0","0","577","692","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","벌교","470","499","0","0","0","0","470","499","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","조성","305","216","0","0","0","0","305","216","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","예당","356","294","0","0","0","0","356","294","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","득량","398","314","0","0","0","0","398","314","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","보성","1896","1849","0","0","0","0","1896","1849","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","명봉","102","140","0","0","0","0","102","140","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","이양","139","153","0","0","0","0","139","153","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","능주","129","151","0","0","0","0","129","151","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","화순","569","615","0","0","0","0","569","615","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","효천","653","543","0","0","0","0","653","543","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","서광주","450","479","0","0","0","0","450","479","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","광명","267023","269876","197127","188723","0","0","0","0","0","0","0","0","64210","64888","0","0","0","0","5684","2465"
"202006","천안아산","156735","152671","118050","112558","0","0","0","0","0","0","0","0","34660","36507","0","0","0","0","4025","3606"
"202006","김천구미","48023","48020","37856","39984","0","0","0","0","0","0","0","0","9421","7016","0","0","0","0","746","1020"
"202006","신경주","30348","30472","27627","25453","0","0","0","0","0","0","0","0","1976","4889","0","0","0","0","745","130"
"202006","울산","104737","105610","99616","95328","0","0","0","0","0","0","0","0","4923","9088","0","0","0","0","198","1194"
"202006","상봉","11307","13279","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1016","1502","10291","11777"
"202006","진례","214","163","0","0","0","0","214","163","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","창원중앙","60387","58780","27160","28039","0","0","10806","11393","0","0","0","0","19803","17012","2618","2336","0","0","0","0"
"202006","인천공항T1","13758","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","공주","4879","4662","3416","3181","0","0","0","0","0","0","0","0","1110","1155","0","0","0","0","353","326"
"202006","포항","74630","73803","18635","16249","0","0","6322","7222","0","0","0","0","47062","47648","0","0","0","0","2611","2684"
"202006","횡성","6375","6616","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6375","6616"
"202006","둔내","3025","3140","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3025","3140"
"202006","평창","6033","6127","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6033","6127"
"202006","진부","8025","8274","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8025","8274"
"202006","인천공항T2","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","월포","618","498","0","0","0","0","618","498","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","장사","329","378","0","0","0","0","329","378","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","강구","776","579","0","0","0","0","776","579","0","0","0","0","0","0","0","0","0","0","0","0"
"202006","영덕","2950","2955","0","0","0","0","2950","2955","0","0","0","0","0","0","0","0","0","0","0","0"
